city,city_ascii,state_id,state_name,timezone
Aromas,Aromas,CA,California,America/Los_Angeles
Mount Penn,Mount Penn,PA,Pennsylvania,America/New_York
Yorkville,Yorkville,WI,Wisconsin,America/Chicago
Athens,Athens,PA,Pennsylvania,America/New_York
Ravena,Ravena,NY,New York,America/New_York
Melody Hill,Melody Hill,IN,Indiana,America/Chicago
Boscobel,Boscobel,WI,Wisconsin,America/Chicago
Camuy,Camuy,PR,Puerto Rico,America/Puerto_Rico
Nyssa,Nyssa,OR,Oregon,America/Boise
Ely,Ely,MN,Minnesota,America/Chicago
Auberry,Auberry,CA,California,America/Los_Angeles
South Jacksonville,South Jacksonville,IL,Illinois,America/Chicago
Attica,Attica,IN,Indiana,America/Indiana/Indianapolis
Ferris,Ferris,TX,Texas,America/Chicago
Park Hill,Park Hill,OK,Oklahoma,America/Chicago
Le Roy,Le Roy,IL,Illinois,America/Chicago
Gluckstadt,Gluckstadt,MS,Mississippi,America/Chicago
Centerville,Centerville,PA,Pennsylvania,America/New_York
Blissfield,Blissfield,MI,Michigan,America/Detroit
Syracuse,Syracuse,IN,Indiana,America/Indiana/Indianapolis
Loudonville,Loudonville,OH,Ohio,America/New_York
Hannahs Mill,Hannahs Mill,GA,Georgia,America/New_York
Paulding,Paulding,OH,Ohio,America/New_York
Green Level,Green Level,NC,North Carolina,America/New_York
Greens Farms,Greens Farms,CT,Connecticut,America/New_York
Pottsville,Pottsville,AR,Arkansas,America/Chicago
Louisiana,Louisiana,MO,Missouri,America/Chicago
Algoma,Algoma,WI,Wisconsin,America/Chicago
Zellwood,Zellwood,FL,Florida,America/New_York
Tallapoosa,Tallapoosa,GA,Georgia,America/New_York
New Palestine,New Palestine,IN,Indiana,America/Indiana/Indianapolis
Ladysmith,Ladysmith,WI,Wisconsin,America/Chicago
Heritage Lake,Heritage Lake,IN,Indiana,America/Indiana/Indianapolis
Petersburg,Petersburg,AK,Alaska,America/Sitka
Newmanstown,Newmanstown,PA,Pennsylvania,America/New_York
Cleveland,Cleveland,OK,Oklahoma,America/Chicago
Howards Grove,Howards Grove,WI,Wisconsin,America/Chicago
Willcox,Willcox,AZ,Arizona,America/Phoenix
Orchard City,Orchard City,CO,Colorado,America/Denver
Millington,Millington,NJ,New Jersey,America/New_York
Cold Spring Harbor,Cold Spring Harbor,NY,New York,America/New_York
Marshall,Marshall,VA,Virginia,America/New_York
Mountain Home AFB,Mountain Home AFB,ID,Idaho,America/Boise
Dulce,Dulce,NM,New Mexico,America/Denver
Stanton,Stanton,KY,Kentucky,America/New_York
Shelby,Shelby,MT,Montana,America/Denver
Trafford,Trafford,PA,Pennsylvania,America/New_York
Blairsville,Blairsville,PA,Pennsylvania,America/New_York
Santa Rosa,Santa Rosa,TX,Texas,America/Chicago
Capitanejo,Capitanejo,PR,Puerto Rico,America/Puerto_Rico
Blaine,Blaine,TN,Tennessee,America/New_York
Dundee,Dundee,OR,Oregon,America/Los_Angeles
Kachina Village,Kachina Village,AZ,Arizona,America/Phoenix
Bermuda Run,Bermuda Run,NC,North Carolina,America/New_York
Knoxville,Knoxville,IL,Illinois,America/Chicago
Raymond,Raymond,WA,Washington,America/Los_Angeles
Onalaska,Onalaska,TX,Texas,America/Chicago
Somerset,Somerset,WI,Wisconsin,America/Chicago
Cloverdale,Cloverdale,VA,Virginia,America/New_York
Pleasant Gap,Pleasant Gap,PA,Pennsylvania,America/New_York
Warrior,Warrior,AL,Alabama,America/Chicago
Monmouth Beach,Monmouth Beach,NJ,New Jersey,America/New_York
Millersburg,Millersburg,OH,Ohio,America/New_York
Central Park,Central Park,WA,Washington,America/Los_Angeles
Sheridan,Sheridan,IN,Indiana,America/Indiana/Indianapolis
Lodi,Lodi,WI,Wisconsin,America/Chicago
Salmon,Salmon,ID,Idaho,America/Boise
Grand Saline,Grand Saline,TX,Texas,America/Chicago
Garnett,Garnett,KS,Kansas,America/Chicago
Pocono Woodland Lakes,Pocono Woodland Lakes,PA,Pennsylvania,America/New_York
Cassville,Cassville,MO,Missouri,America/Chicago
Lake Delta,Lake Delta,NY,New York,America/New_York
Huntsville,Huntsville,AR,Arkansas,America/Chicago
Cabán,Caban,PR,Puerto Rico,America/Puerto_Rico
Masontown,Masontown,PA,Pennsylvania,America/New_York
Red Bay,Red Bay,AL,Alabama,America/Chicago
Lawnside,Lawnside,NJ,New Jersey,America/New_York
Iowa,Iowa,LA,Louisiana,America/Chicago
Richwood,Richwood,NJ,New Jersey,America/New_York
Brodhead,Brodhead,WI,Wisconsin,America/Chicago
Hiawatha,Hiawatha,KS,Kansas,America/Chicago
Minerva,Minerva,OH,Ohio,America/New_York
High Bridge,High Bridge,WA,Washington,America/Los_Angeles
Marin City,Marin City,CA,California,America/Los_Angeles
Bridgetown,Bridgetown,MS,Mississippi,America/Chicago
Glasgow,Glasgow,MT,Montana,America/Denver
Byrnes Mill,Byrnes Mill,MO,Missouri,America/Chicago
Cuba,Cuba,MO,Missouri,America/Chicago
West Burlington,West Burlington,IA,Iowa,America/Chicago
Bushnell,Bushnell,FL,Florida,America/New_York
Morganfield,Morganfield,KY,Kentucky,America/Chicago
Oakridge,Oakridge,OR,Oregon,America/Los_Angeles
Lake Wissota,Lake Wissota,WI,Wisconsin,America/Chicago
Minster,Minster,OH,Ohio,America/New_York
Mount Shasta,Mount Shasta,CA,California,America/Los_Angeles
Wesleyville,Wesleyville,PA,Pennsylvania,America/New_York
Brightwaters,Brightwaters,NY,New York,America/New_York
Combes,Combes,TX,Texas,America/Chicago
Hoosick Falls,Hoosick Falls,NY,New York,America/New_York
Vinton,Vinton,LA,Louisiana,America/Chicago
Lake Junaluska,Lake Junaluska,NC,North Carolina,America/New_York
Hicksville,Hicksville,OH,Ohio,America/New_York
Valley,Valley,NE,Nebraska,America/Chicago
Reliez Valley,Reliez Valley,CA,California,America/Los_Angeles
Nevada City,Nevada City,CA,California,America/Los_Angeles
Freedom,Freedom,CA,California,America/Los_Angeles
Virden,Virden,IL,Illinois,America/Chicago
Murfreesboro,Murfreesboro,NC,North Carolina,America/New_York
East Greenville,East Greenville,PA,Pennsylvania,America/New_York
Lake Royale,Lake Royale,NC,North Carolina,America/New_York
East Brewton,East Brewton,AL,Alabama,America/Chicago
Henrietta,Henrietta,TX,Texas,America/Chicago
Narragansett Pier,Narragansett Pier,RI,Rhode Island,America/New_York
Brackenridge,Brackenridge,PA,Pennsylvania,America/New_York
Inman,Inman,SC,South Carolina,America/New_York
Blue Earth,Blue Earth,MN,Minnesota,America/Chicago
Park Hills,Park Hills,KY,Kentucky,America/New_York
Bethel Acres,Bethel Acres,OK,Oklahoma,America/Chicago
Parowan,Parowan,UT,Utah,America/Denver
Marienville,Marienville,PA,Pennsylvania,America/New_York
Eastpoint,Eastpoint,FL,Florida,America/New_York
Presidio,Presidio,TX,Texas,America/Ojinaga
Carmel-by-the-Sea,Carmel-by-the-Sea,CA,California,America/Los_Angeles
Meadow Vista,Meadow Vista,CA,California,America/Los_Angeles
Sleepy Hollow,Sleepy Hollow,IL,Illinois,America/Chicago
Rockwood,Rockwood,MI,Michigan,America/Detroit
Sandia Heights,Sandia Heights,NM,New Mexico,America/Denver
Nags Head,Nags Head,NC,North Carolina,America/New_York
Soda Springs,Soda Springs,ID,Idaho,America/Boise
Corydon,Corydon,IN,Indiana,America/Kentucky/Louisville
Pickens,Pickens,SC,South Carolina,America/New_York
Eielson AFB,Eielson AFB,AK,Alaska,America/Anchorage
Williston,Williston,FL,Florida,America/New_York
DeCordova,DeCordova,TX,Texas,America/Chicago
Burlington,Burlington,CO,Colorado,America/Denver
Solon,Solon,IA,Iowa,America/Chicago
Reed Creek,Reed Creek,GA,Georgia,America/New_York
Kurtistown,Kurtistown,HI,Hawaii,Pacific/Honolulu
Wallburg,Wallburg,NC,North Carolina,America/New_York
Yerington,Yerington,NV,Nevada,America/Los_Angeles
Putney,Putney,GA,Georgia,America/New_York
Bonny Doon,Bonny Doon,CA,California,America/Los_Angeles
Port Washington North,Port Washington North,NY,New York,America/New_York
Nicholson,Nicholson,MS,Mississippi,America/Chicago
Barbourville,Barbourville,KY,Kentucky,America/New_York
Oracle,Oracle,AZ,Arizona,America/Phoenix
East Dundee,East Dundee,IL,Illinois,America/Chicago
Kilauea,Kilauea,HI,Hawaii,Pacific/Honolulu
Richville,Richville,OH,Ohio,America/New_York
Hokendauqua,Hokendauqua,PA,Pennsylvania,America/New_York
Carrollton,Carrollton,MO,Missouri,America/Chicago
North Browning,North Browning,MT,Montana,America/Denver
Nocona,Nocona,TX,Texas,America/Chicago
Early,Early,TX,Texas,America/Chicago
North Barrington,North Barrington,IL,Illinois,America/Chicago
Hollywood Park,Hollywood Park,TX,Texas,America/Chicago
Maybrook,Maybrook,NY,New York,America/New_York
Commercial Point,Commercial Point,OH,Ohio,America/New_York
Zillah,Zillah,WA,Washington,America/Los_Angeles
Vandalia,Vandalia,MO,Missouri,America/Chicago
Lake Wilderness,Lake Wilderness,VA,Virginia,America/New_York
Val Verde Park,Val Verde Park,TX,Texas,America/Chicago
Southern Shores,Southern Shores,NC,North Carolina,America/New_York
Baldwyn,Baldwyn,MS,Mississippi,America/Chicago
Delta,Delta,OH,Ohio,America/New_York
Port Angeles East,Port Angeles East,WA,Washington,America/Los_Angeles
Stepping Stone,Stepping Stone,CO,Colorado,America/Denver
Summit Hill,Summit Hill,PA,Pennsylvania,America/New_York
Southpointe,Southpointe,PA,Pennsylvania,America/New_York
McDonald,McDonald,OH,Ohio,America/New_York
Turnersville,Turnersville,NJ,New Jersey,America/New_York
Blountstown,Blountstown,FL,Florida,America/Chicago
Circle D-KC Estates,Circle D-KC Estates,TX,Texas,America/Chicago
South Dennis,South Dennis,MA,Massachusetts,America/New_York
Burnettown,Burnettown,SC,South Carolina,America/New_York
Wilder,Wilder,KY,Kentucky,America/New_York
Corning,Corning,AR,Arkansas,America/Chicago
Beechwood Trails,Beechwood Trails,OH,Ohio,America/New_York
Kingstree,Kingstree,SC,South Carolina,America/New_York
Gallipolis,Gallipolis,OH,Ohio,America/New_York
Andrews AFB,Andrews AFB,MD,Maryland,America/New_York
Pleasant Hill,Pleasant Hill,PA,Pennsylvania,America/New_York
Moonachie,Moonachie,NJ,New Jersey,America/New_York
Paoli,Paoli,IN,Indiana,America/Indiana/Indianapolis
Red Springs,Red Springs,NC,North Carolina,America/New_York
Myerstown,Myerstown,PA,Pennsylvania,America/New_York
Lincoln Heights,Lincoln Heights,OH,Ohio,America/New_York
Niantic,Niantic,CT,Connecticut,America/New_York
Tybee Island,Tybee Island,GA,Georgia,America/New_York
Mount Hope,Mount Hope,NJ,New Jersey,America/New_York
Sharpsburg,Sharpsburg,PA,Pennsylvania,America/New_York
Clyde Hill,Clyde Hill,WA,Washington,America/Los_Angeles
Wyoming,Wyoming,PA,Pennsylvania,America/New_York
Woodbury Heights,Woodbury Heights,NJ,New Jersey,America/New_York
Mount Morris,Mount Morris,MI,Michigan,America/Detroit
Denmark,Denmark,SC,South Carolina,America/New_York
Lebanon,Lebanon,VA,Virginia,America/New_York
Chenango Bridge,Chenango Bridge,NY,New York,America/New_York
Newton,Newton,MS,Mississippi,America/Chicago
Smithsburg,Smithsburg,MD,Maryland,America/New_York
McSherrystown,McSherrystown,PA,Pennsylvania,America/New_York
Green Forest,Green Forest,AR,Arkansas,America/Chicago
State Line,State Line,PA,Pennsylvania,America/New_York
Eagle Point,Eagle Point,AL,Alabama,America/Chicago
Iuka,Iuka,MS,Mississippi,America/Chicago
Greenwood,Greenwood,LA,Louisiana,America/Chicago
Big Coppitt Key,Big Coppitt Key,FL,Florida,America/New_York
East Richmond Heights,East Richmond Heights,CA,California,America/Los_Angeles
Minden,Minden,NE,Nebraska,America/Chicago
Ellsworth,Ellsworth,KS,Kansas,America/Chicago
South Hempstead,South Hempstead,NY,New York,America/New_York
Waller,Waller,TX,Texas,America/Chicago
Ajo,Ajo,AZ,Arizona,America/Phoenix
Cottonwood,Cottonwood,CA,California,America/Los_Angeles
Tipton,Tipton,IA,Iowa,America/Chicago
Tarpey Village,Tarpey Village,CA,California,America/Los_Angeles
Bishop,Bishop,TX,Texas,America/Chicago
Tilton Northfield,Tilton Northfield,NH,New Hampshire,America/New_York
Proctor,Proctor,MN,Minnesota,America/Chicago
Groveville,Groveville,NJ,New Jersey,America/New_York
Ocilla,Ocilla,GA,Georgia,America/New_York
Underwood-Petersville,Underwood-Petersville,AL,Alabama,America/Chicago
Pine Ridge,Pine Ridge,PA,Pennsylvania,America/New_York
South Point,South Point,OH,Ohio,America/New_York
Ferriday,Ferriday,LA,Louisiana,America/Chicago
Gladwin,Gladwin,MI,Michigan,America/Detroit
Piney Point Village,Piney Point Village,TX,Texas,America/Chicago
Selbyville,Selbyville,DE,Delaware,America/New_York
Calais,Calais,ME,Maine,America/New_York
West Fork,West Fork,AR,Arkansas,America/Chicago
George West,George West,TX,Texas,America/Chicago
Dogtown,Dogtown,CA,California,America/Los_Angeles
Needville,Needville,TX,Texas,America/Chicago
Windsor,Windsor,MO,Missouri,America/Chicago
Lake Cherokee,Lake Cherokee,TX,Texas,America/Chicago
Arbuckle,Arbuckle,CA,California,America/Los_Angeles
Castroville,Castroville,TX,Texas,America/Chicago
Ocean Grove,Ocean Grove,NJ,New Jersey,America/New_York
Montana City,Montana City,MT,Montana,America/Denver
Empire,Empire,MN,Minnesota,America/Chicago
Cactus,Cactus,TX,Texas,America/Chicago
Wewoka,Wewoka,OK,Oklahoma,America/Chicago
Fairport Harbor,Fairport Harbor,OH,Ohio,America/New_York
Northwest Harwinton,Northwest Harwinton,CT,Connecticut,America/New_York
Potterville,Potterville,MI,Michigan,America/Detroit
Churchill,Churchill,PA,Pennsylvania,America/New_York
Pepperdine University,Pepperdine University,CA,California,America/Los_Angeles
Wilder,Wilder,VT,Vermont,America/New_York
Windermere,Windermere,FL,Florida,America/New_York
Goldsby,Goldsby,OK,Oklahoma,America/Chicago
Biscayne Park,Biscayne Park,FL,Florida,America/New_York
Tishomingo,Tishomingo,OK,Oklahoma,America/Chicago
Hill 'n Dale,Hill 'n Dale,FL,Florida,America/New_York
Bethany,Bethany,MO,Missouri,America/Chicago
Brighton,Brighton,AL,Alabama,America/Chicago
Benton Heights,Benton Heights,MI,Michigan,America/Detroit
Lesslie,Lesslie,SC,South Carolina,America/New_York
Wormleysburg,Wormleysburg,PA,Pennsylvania,America/New_York
Wildwood Crest,Wildwood Crest,NJ,New Jersey,America/New_York
Edgewood,Edgewood,PA,Pennsylvania,America/New_York
Shady Cove,Shady Cove,OR,Oregon,America/Los_Angeles
Harbor Bluffs,Harbor Bluffs,FL,Florida,America/New_York
New Holstein,New Holstein,WI,Wisconsin,America/Chicago
Cache,Cache,OK,Oklahoma,America/Chicago
Sunset,Sunset,LA,Louisiana,America/Chicago
Jasper,Jasper,FL,Florida,America/New_York
Walsenburg,Walsenburg,CO,Colorado,America/Denver
Mount Pocono,Mount Pocono,PA,Pennsylvania,America/New_York
Double Oak,Double Oak,TX,Texas,America/Chicago
Ripley,Ripley,WV,West Virginia,America/New_York
Ashland,Ashland,NE,Nebraska,America/Chicago
Dixon Lane-Meadow Creek,Dixon Lane-Meadow Creek,CA,California,America/Los_Angeles
Elm Springs,Elm Springs,AR,Arkansas,America/Chicago
Homedale,Homedale,ID,Idaho,America/Boise
Covington,Covington,IN,Indiana,America/Indiana/Indianapolis
Georgetown,Georgetown,IL,Illinois,America/Chicago
Watertown,Watertown,FL,Florida,America/New_York
Anahola,Anahola,HI,Hawaii,Pacific/Honolulu
Victor,Victor,ID,Idaho,America/Boise
Malabar,Malabar,FL,Florida,America/New_York
Indialantic,Indialantic,FL,Florida,America/New_York
Checotah,Checotah,OK,Oklahoma,America/Chicago
Unadilla,Unadilla,GA,Georgia,America/New_York
Wellsville,Wellsville,OH,Ohio,America/New_York
Okemah,Okemah,OK,Oklahoma,America/Chicago
South Beach,South Beach,FL,Florida,America/New_York
Taylor,Taylor,AL,Alabama,America/Chicago
Sleepy Hollow,Sleepy Hollow,CA,California,America/Los_Angeles
Menlo Park Terrace,Menlo Park Terrace,NJ,New Jersey,America/New_York
Simpsonville,Simpsonville,KY,Kentucky,America/New_York
East Dennis,East Dennis,MA,Massachusetts,America/New_York
Central City,Central City,NE,Nebraska,America/Chicago
La Salle,La Salle,CO,Colorado,America/Denver
Magnolia,Magnolia,MS,Mississippi,America/Chicago
Oostburg,Oostburg,WI,Wisconsin,America/Chicago
Country Squire Lakes,Country Squire Lakes,IN,Indiana,America/Indiana/Indianapolis
Upland,Upland,PA,Pennsylvania,America/New_York
Little Flock,Little Flock,AR,Arkansas,America/Chicago
Cliffwood Beach,Cliffwood Beach,NJ,New Jersey,America/New_York
San Saba,San Saba,TX,Texas,America/Chicago
Bal Harbour,Bal Harbour,FL,Florida,America/New_York
Saluda,Saluda,SC,South Carolina,America/New_York
Egypt,Egypt,PA,Pennsylvania,America/New_York
The Homesteads,The Homesteads,TX,Texas,America/Chicago
Jones,Jones,OK,Oklahoma,America/Chicago
East Bernard,East Bernard,TX,Texas,America/Chicago
Vails Gate,Vails Gate,NY,New York,America/New_York
San Castle,San Castle,FL,Florida,America/New_York
Luis Lloréns Torres,Luis Llorens Torres,PR,Puerto Rico,America/Puerto_Rico
Jayuya,Jayuya,PR,Puerto Rico,America/Puerto_Rico
Tama,Tama,IA,Iowa,America/Chicago
Kalama,Kalama,WA,Washington,America/Los_Angeles
Waialua,Waialua,HI,Hawaii,Pacific/Honolulu
Baltimore,Baltimore,OH,Ohio,America/New_York
Garner,Garner,IA,Iowa,America/Chicago
Doylestown,Doylestown,OH,Ohio,America/New_York
Holmes Beach,Holmes Beach,FL,Florida,America/New_York
Port Monmouth,Port Monmouth,NJ,New Jersey,America/New_York
Chappaqua,Chappaqua,NY,New York,America/New_York
Sabana Hoyos,Sabana Hoyos,PR,Puerto Rico,America/Puerto_Rico
Ava,Ava,MO,Missouri,America/Chicago
North Sioux City,North Sioux City,SD,South Dakota,America/Chicago
Milaca,Milaca,MN,Minnesota,America/Chicago
National Park,National Park,NJ,New Jersey,America/New_York
Granite Quarry,Granite Quarry,NC,North Carolina,America/New_York
Libby,Libby,MT,Montana,America/Denver
Everson,Everson,WA,Washington,America/Los_Angeles
Beulah,Beulah,ND,North Dakota,America/North_Dakota/Beulah
Brownstown,Brownstown,IN,Indiana,America/Indiana/Indianapolis
Oak Trail Shores,Oak Trail Shores,TX,Texas,America/Chicago
Culloden,Culloden,WV,West Virginia,America/New_York
Pine Grove,Pine Grove,CA,California,America/Los_Angeles
East Syracuse,East Syracuse,NY,New York,America/New_York
Sloatsburg,Sloatsburg,NY,New York,America/New_York
Cornwall-on-Hudson,Cornwall-on-Hudson,NY,New York,America/New_York
Alamo,Alamo,GA,Georgia,America/New_York
Corunna,Corunna,MI,Michigan,America/Detroit
Madera Ranchos,Madera Ranchos,CA,California,America/Los_Angeles
Lake Wynonah,Lake Wynonah,PA,Pennsylvania,America/New_York
Timberville,Timberville,VA,Virginia,America/New_York
North Middletown,North Middletown,NJ,New Jersey,America/New_York
Oak Ridge North,Oak Ridge North,TX,Texas,America/Chicago
Walbridge,Walbridge,OH,Ohio,America/New_York
Hilliard,Hilliard,FL,Florida,America/New_York
Canton,Canton,SD,South Dakota,America/Chicago
Pitcairn,Pitcairn,PA,Pennsylvania,America/New_York
Prescott,Prescott,AR,Arkansas,America/Chicago
Roosevelt Gardens,Roosevelt Gardens,FL,Florida,America/New_York
Clever,Clever,MO,Missouri,America/Chicago
Lochsloy,Lochsloy,WA,Washington,America/Los_Angeles
Beloit,Beloit,KS,Kansas,America/Chicago
Cut Bank,Cut Bank,MT,Montana,America/Denver
Monroe City,Monroe City,MO,Missouri,America/Chicago
Sherrill,Sherrill,NY,New York,America/New_York
Orchidlands Estates,Orchidlands Estates,HI,Hawaii,Pacific/Honolulu
Chaffee,Chaffee,MO,Missouri,America/Chicago
Mars Hill,Mars Hill,NC,North Carolina,America/New_York
Whitehall,Whitehall,MI,Michigan,America/Detroit
Tuxedo,Tuxedo,NY,New York,America/New_York
Great Neck Estates,Great Neck Estates,NY,New York,America/New_York
Summerset,Summerset,SD,South Dakota,America/Denver
